Process Time,Src IP,Src Port,Dst IP,Dst Port,Protocol,Total Fwd Pkts,Total Fwd Vol,Total Bwd Pkts,Total Bwd Vol,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Max,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Max,Bwd Pkt Len Std,Fwd IAT Min,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Std,Bwd IAT Min,Bwd IAT Mean,Bwd IAT Max,Bwd IAT Std,Duration,Active Min,Active Mean,Active Max,Active Std,Idle Min,Idle Mean,Idle Max,Idle Std,SFlow Fwd Pkts,SFlow Fwd Bytes,SFlow Bwd Pkts,SFlow bwd Bytes,FPSH Count,BPSH Count,FURG Count,BURG Count,Total FHLen,Total BHLen,Previous Flow Time,DSCP
2025-02-18 16:57:55.37662 +0000 UTC,192.168.0.3,33210,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,46000,202666,512000,174181,124000,294250,480000,145680,1216000,1216000,1216000,1216000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,836000,0
2025-02-18 16:57:55.377463 +0000 UTC,192.168.0.3,33230,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,20000,147666,337000,143065,61000,214750,324000,125076,886000,886000,886000,886000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,694000,0
2025-02-18 16:57:55.376769 +0000 UTC,192.168.0.3,33222,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,26000,268500,1231000,473568,64000,391000,1202000,542474,1611000,1611000,1611000,1611000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,149000,0
2025-02-18 16:57:55.378517 +0000 UTC,192.168.0.3,33244,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,29000,91833,209000,67792,67000,130750,183000,47835,551000,551000,551000,551000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,1054000,0
2025-02-18 16:57:55.379519 +0000 UTC,192.168.0.3,33256,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,20000,118500,255000,78866,104000,171250,223000,56664,711000,711000,711000,711000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,25000,0
2025-02-18 16:57:55.379494 +0000 UTC,192.168.0.3,33250,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,38000,125833,292000,92293,76000,178000,260000,81195,755000,755000,755000,755000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,977000,0
2025-02-18 16:57:55.379537 +0000 UTC,192.168.0.3,33268,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,19000,228500,957000,359796,95000,336000,892000,373024,1371000,1371000,1371000,1371000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,18000,0
2025-02-18 16:57:56.321075 +0000 UTC,192.168.0.2,32814,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,74000,263500,511000,163727,196000,373500,587000,182958,1581000,1581000,1581000,1581000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,995274000,0
2025-02-18 16:57:56.321424 +0000 UTC,192.168.0.2,32824,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,21000,222500,528000,185824,68000,318250,713000,277531,1335000,1335000,1335000,1335000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,349000,0
2025-02-18 16:57:56.321913 +0000 UTC,192.168.0.2,32826,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,21000,316666,892000,315179,97000,464500,838000,327778,1900000,1900000,1900000,1900000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,489000,0
2025-02-18 16:57:56.322909 +0000 UTC,192.168.0.2,32834,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,38000,215000,583000,229583,120000,313500,525000,204337,1290000,1290000,1290000,1290000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,996000,0
2025-02-18 16:57:56.324505 +0000 UTC,192.168.0.2,32838,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,29000,117666,268000,85917,111000,168250,232000,49708,706000,706000,706000,706000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,1596000,0
2025-02-18 16:57:56.325463 +0000 UTC,192.168.0.2,32840,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,21000,106500,250000,83476,65000,152250,222000,66530,639000,639000,639000,639000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,958000,0
2025-02-18 16:57:56.325503 +0000 UTC,192.168.0.2,32846,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,21000,212333,764000,279826,71000,311500,735000,291196,1274000,1274000,1274000,1274000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,40000,0
2025-02-18 16:57:56.327552 +0000 UTC,192.168.0.2,32852,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,22000,113166,270000,88986,85000,162000,235000,62833,679000,679000,679000,679000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,2049000,0
2025-02-18 16:57:56.378622 +0000 UTC,192.168.0.3,33280,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,69000,334166,800000,281928,231000,487250,734000,212167,2005000,2005000,2005000,2005000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,644000,0
2025-02-18 16:57:56.377978 +0000 UTC,192.168.0.3,33270,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,139000,441500,1183000,396625,405000,635000,1085000,308571,2649000,2649000,2649000,2649000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,998441000,0
2025-02-18 16:57:56.378902 +0000 UTC,192.168.0.3,33290,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,62000,304166,622000,231247,129000,443750,556000,210089,1825000,1825000,1825000,1825000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,280000,0
2025-02-18 16:57:56.379687 +0000 UTC,192.168.0.3,33292,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,48000,253166,750000,265685,209000,369500,707000,234221,1519000,1519000,1519000,1519000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,785000,0
2025-02-18 16:57:56.380671 +0000 UTC,192.168.0.3,33302,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,21000,134666,276000,97819,65000,195000,295000,99210,808000,808000,808000,808000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,984000,0
2025-02-18 16:57:57.319973 +0000 UTC,192.168.0.2,32860,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,91000,264166,687000,218991,269000,377500,627000,168962,1585000,1585000,1585000,1585000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,992421000,0
2025-02-18 16:57:57.320674 +0000 UTC,192.168.0.2,32868,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,40000,214833,424000,142363,132000,311500,425000,129821,1289000,1289000,1289000,1289000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,701000,0
2025-02-18 16:57:57.3215 +0000 UTC,192.168.0.2,32870,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,24000,130000,412000,143539,67000,187000,381000,135538,780000,780000,780000,780000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,826000,0
2025-02-18 16:57:57.322432 +0000 UTC,192.168.0.2,32884,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,20000,119500,261000,93771,75000,172750,228000,67942,717000,717000,717000,717000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,932000,0
2025-02-18 16:57:57.323475 +0000 UTC,192.168.0.2,32890,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,23000,108500,251000,82526,92000,155750,217000,51110,651000,651000,651000,651000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,1043000,0
2025-02-18 16:57:57.323495 +0000 UTC,192.168.0.2,32892,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,20000,255000,784000,275768,95000,375500,733000,275379,1530000,1530000,1530000,1530000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,20000,0
2025-02-18 16:57:57.324487 +0000 UTC,192.168.0.2,32900,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,39000,180500,500000,176713,74000,260500,472000,167209,1083000,1083000,1083000,1083000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,992000,0
2025-02-18 16:57:57.324656 +0000 UTC,192.168.0.2,32906,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,32000,157000,346000,111681,95000,226500,316000,107245,942000,942000,942000,942000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,103000,0
2025-02-18 16:57:57.324553 +0000 UTC,192.168.0.2,32916,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,26000,271333,1253000,482667,87000,399750,1208000,539765,1628000,1628000,1628000,1628000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,66000,0
2025-02-18 16:57:57.326467 +0000 UTC,192.168.0.2,32924,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,23000,106333,251000,82587,81000,152000,213000,55075,638000,638000,638000,638000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,1811000,0
2025-02-18 16:57:57.378951 +0000 UTC,192.168.0.3,33310,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,114000,488333,1130000,385488,397000,711250,1215000,354867,2930000,2930000,2930000,2930000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,998280000,0
2025-02-18 16:57:57.378951 +0000 UTC,192.168.0.3,33350,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,113000,543166,1522000,537078,428000,795000,1445000,466432,3259000,3259000,3259000,3259000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,0,0
2025-02-18 16:57:57.379528 +0000 UTC,192.168.0.3,33352,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,49000,450833,1180000,465603,189000,666000,1122000,415086,2705000,2705000,2705000,2705000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,576000,0
2025-02-18 16:57:57.379697 +0000 UTC,192.168.0.3,33366,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,54000,426000,1009000,431394,285000,628500,959000,339315,2556000,2556000,2556000,2556000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,10000,0
2025-02-18 16:57:57.380344 +0000 UTC,192.168.0.3,33368,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,88000,338333,917000,323508,193000,482000,750000,257603,2030000,2030000,2030000,2030000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,647000,0
2025-02-18 16:57:57.378952 +0000 UTC,192.168.0.3,33312,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,56000,671833,1950000,773255,228000,988750,1813000,761652,4031000,4031000,4031000,4031000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,0,0
2025-02-18 16:57:57.378952 +0000 UTC,192.168.0.3,33324,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,98000,679833,2434000,939341,178000,1001250,2398000,1029185,4079000,4079000,4079000,4079000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,1000,0
2025-02-18 16:57:57.379687 +0000 UTC,192.168.0.3,33356,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,48000,557666,2707000,1054027,173000,827750,2672000,1230237,3346000,3346000,3346000,3346000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,159000,0
2025-02-18 16:57:53.321631 +0000 UTC,192.168.0.5,80,192.168.0.2,51240,6,1,52,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,52,0,3038000,0
2025-02-18 16:57:53.324592 +0000 UTC,192.168.0.2,51372,192.168.0.5,80,6,1,52,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,52,0,1032000,0
2025-02-18 16:57:53.325645 +0000 UTC,192.168.0.2,51396,192.168.0.5,80,6,1,52,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,52,0,1053000,0
2025-02-18 16:57:53.37407 +0000 UTC,192.168.0.5,80,192.168.0.3,52680,6,1,52,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,52,0,81000,0
