Process Time,Src IP,Src Port,Dst IP,Dst Port,Protocol,Total Fwd Pkts,Total Fwd Vol,Total Bwd Pkts,Total Bwd Vol,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Max,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Max,Bwd Pkt Len Std,Fwd IAT Min,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Std,Bwd IAT Min,Bwd IAT Mean,Bwd IAT Max,Bwd IAT Std,Duration,Active Min,Active Mean,Active Max,Active Std,Idle Min,Idle Mean,Idle Max,Idle Std,SFlow Fwd Pkts,SFlow Fwd Bytes,SFlow Bwd Pkts,SFlow bwd Bytes,FPSH Count,BPSH Count,FURG Count,BURG Count,Total FHLen,Total BHLen,Previous Flow Time,DSCP,RootIntent,Intent,Target,From
2025-03-04 14:28:13.956769 +0000 UTC,192.168.0.97,57162,172.18.0.2,80,6,7,519,4,705,52,74,199,55,52,176,541,243,53000,931400,2109000,742687,999000,1555500,2112000,787009,2873089000,788000,2328500,3869000,2178595,2868432000,2868432000,2868432000,0,3,259,2,352,1,1,0,0,372,216,4397045000,0,Benign,req,wordpress,NA
2025-03-04 14:28:16.783211 +0000 UTC,192.168.0.97,57170,172.18.0.2,80,6,8,599,6,21461,52,74,203,52,52,3576,7292,3864,57000,7679666,42896000,17258486,310000,10943000,42134000,20795095,3381849000,1013000,23039000,45065000,31149467,3335771000,3335771000,3335771000,0,4,299,3,10730,1,3,0,0,448,320,2826442000,0,Benign,req,wordpress,NA
2025-03-04 14:28:18.233527 +0000 UTC,192.168.0.1,59419,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,999929000,999929000,999929000,0,0,0,0,0,3002159000,999929000,333309666,999929000,577309277,1000586000,1001115000,1001644000,748118,1,261,0,0,0,0,0,0,784,0,10489172000,0,Benign,req,wordpress,NA
2025-03-04 14:28:20.129330 +0000 UTC,192.168.0.97,57182,172.18.0.2,80,6,7,523,5,14176,52,74,203,56,52,2835,7292,3812,37000,7045600,32865000,14440429,302000,11068666,31747000,17913063,3138497000,1173000,17614000,34055000,23251085,3103269000,3103269000,3103269000,0,3,261,2,7088,1,2,0,0,372,268,3346119000,0,Benign,req,wordpress,NA
2025-03-04 14:28:23.219444 +0000 UTC,192.168.0.97,57608,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,50000,7233666,21057000,10034408,171000,10631250,20850000,11730731,16738379000,1005000,28157666,43402000,23573983,5004418000,8326953000,11649488000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,3090114000,0,Benign,req,wordpress,NA
2025-03-04 14:28:27.126242 +0000 UTC,192.168.0.97,57620,172.18.0.2,80,6,7,525,5,7679,52,75,193,52,52,1535,7292,3218,39000,5488800,25181000,11013650,481000,8568666,24100000,13454382,4723377000,896000,13722000,26548000,18138703,4695933000,4695933000,4695933000,0,3,262,2,3839,1,2,0,0,384,268,3906798000,0,Benign,req,wordpress,NA
2025-03-04 14:28:27.961785 +0000 UTC,192.168.0.1,52743,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3002250000,0,0,0,0,1000415000,1000750000,1001082000,333510,1,196,0,0,0,0,0,0,784,0,9728258000,0,Benign,req,wordpress,NA
2025-03-04 14:28:31.811586 +0000 UTC,192.168.0.97,57630,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,37000,5596666,15888000,7434259,453000,8201250,16152000,8584373,8148133000,3035000,25604333,40198000,19823737,3066423000,4035660000,5004897000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,4685344000,0,Benign,req,wordpress,NA
2025-03-04 14:28:31.994550 +0000 UTC,192.168.0.1,45034,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,999337000,999608000,999879000,383251,0,0,0,0,3000034000,999337000,999608000,999879000,383251,1000818000,1000818000,1000818000,0,2,392,0,0,0,0,0,0,784,0,4032765000,0,Benign,req,wordpress,NA
2025-03-04 14:28:36.005660 +0000 UTC,192.168.0.1,45954,239.255.255.250,1900,17,3,588,0,0,196,196,196,0,0,0,0,0,999937000,999937000,999937000,0,0,0,0,0,2000425000,0,499968500,999937000,707062233,1000488000,1000488000,1000488000,0,1,294,0,0,0,0,0,0,588,0,4011110000,0,Benign,req,wordpress,NA
2025-03-04 14:28:36.274991 +0000 UTC,192.168.0.97,44704,172.18.0.2,80,6,9,987,6,5980,52,109,264,86,52,996,4687,1825,35000,6491571,19371000,8826388,922000,10920250,21167000,10799166,3682394000,848000,22720500,44593000,30932386,3636953000,3636953000,3636953000,0,4,493,3,2990,3,3,0,0,476,320,4463405000,0,Benign,req,wordpress,NA
2025-03-04 14:28:38.074423 +0000 UTC,192.168.0.1,52054,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3001630000,0,0,0,0,1000040000,1000543333,1001070000,515396,1,196,0,0,0,0,0,0,784,0,2068763000,0,Benign,req,wordpress,NA
2025-03-04 14:28:51.306338 +0000 UTC,192.168.0.1,33964,239.255.255.250,1900,17,3,588,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,2001566000,0,0,0,0,1000273000,1000783000,1001293000,721248,1,196,0,0,0,0,0,0,588,0,13231915000,0,Benign,req,wordpress,NA
2025-03-04 14:28:52.825390 +0000 UTC,192.168.0.198,51718,172.18.0.2,80,6,7,523,5,14164,52,74,203,56,52,2832,7292,3809,83000,9150400,43606000,19266581,114000,14602333,41413000,23243962,4570957000,831000,22876000,44921000,31176337,4525205000,4525205000,4525205000,0,3,261,2,7082,1,2,0,0,372,268,0,0,Benign,req,wordpress,NA
2025-03-04 14:28:57.354132 +0000 UTC,192.168.0.198,51732,172.18.0.2,80,6,8,569,6,15806,52,71,197,50,52,2634,7292,3628,37000,6992833,39134000,15748354,548000,10097000,38370000,18848954,3326255000,799000,20978500,41158000,28538122,3284298000,3284298000,3284298000,0,4,284,3,7903,1,3,0,0,424,320,0,0,Benign,req,wordpress,NA
2025-03-04 14:28:58.269079 +0000 UTC,192.168.0.1,45362,239.255.255.250,1900,17,3,588,0,0,196,196,196,0,0,0,0,0,999391000,999391000,999391000,0,0,0,0,0,2000023000,0,499695500,999391000,706676153,1000632000,1000632000,1000632000,0,1,294,0,0,0,0,0,0,588,0,6962741000,0,Benign,req,wordpress,NA
2025-03-04 14:29:00.630753 +0000 UTC,192.168.0.198,51738,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,60000,7470166,20219000,9743628,739000,10917000,22471000,11594910,21355101000,1154000,28745333,44821000,24003325,5005428000,10634432500,16263437000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,3276621000,0,Benign,req,wordpress,NA
2025-03-04 14:29:01.222153 +0000 UTC,192.168.0.1,42442,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,999670000,999670000,999670000,0,0,0,0,0,3001196000,0,333223333,999670000,577159743,1000082000,1000763000,1001444000,963079,1,261,0,0,0,0,0,0,784,0,2953074000,0,Benign,req,wordpress,NA
2025-03-04 14:29:04.848833 +0000 UTC,192.168.0.198,54602,172.18.0.2,80,6,8,569,6,15805,52,71,197,50,52,2634,7292,3628,46000,9021333,50914000,20530658,58000,12948250,50130000,24790456,2105176000,1591000,27064000,52537000,36024262,2051048000,2051048000,2051048000,0,4,284,3,7902,1,3,0,0,424,320,4218080000,0,Benign,req,wordpress,NA
2025-03-04 14:29:06.915143 +0000 UTC,192.168.0.198,54606,172.18.0.2,80,6,7,513,5,7679,52,73,193,52,52,1535,7292,3218,61000,7554600,34241000,14939707,108000,11472000,33376000,18973894,2969510000,1624000,18886500,36149000,24412861,2931737000,2931737000,2931737000,0,3,256,2,3839,1,2,0,0,372,268,2066310000,0,Benign,req,wordpress,NA
2025-03-04 14:29:09.837319 +0000 UTC,192.168.0.198,54610,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,38000,6989000,19750000,9505233,167000,10271000,20893000,11199119,12148097000,768000,27635333,41934000,23283866,5003798000,6032595500,7061393000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,2922176000,0,Benign,req,wordpress,NA
2025-03-04 14:29:11.289564 +0000 UTC,192.168.0.1,34120,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3001653000,0,0,0,0,1000058000,1000551000,1001020000,481448,1,196,0,0,0,0,0,0,784,0,10067411000,0,Benign,req,wordpress,NA
2025-03-04 14:29:14.233779 +0000 UTC,192.168.0.198,33602,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,54000,7450333,21890000,10108077,265000,10877000,21237000,11900212,7752019000,1256000,28746333,44702000,23909728,2661242000,3832890000,5004538000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,4396460000,0,Benign,req,wordpress,NA
2025-03-04 14:29:19.028164 +0000 UTC,192.168.0.198,33618,172.18.0.2,80,6,8,599,6,21465,52,74,203,52,52,3577,7292,3864,36000,6982500,36414000,14461723,219000,9348500,35055000,17144486,2959435000,3128000,20947500,38767000,25200578,2917540000,2917540000,2917540000,0,4,299,3,10732,1,3,0,0,448,320,4794385000,0,Benign,req,wordpress,NA
2025-03-04 14:29:19.418715 +0000 UTC,192.168.0.1,36239,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3001868000,0,0,0,0,1000264000,1000622666,1001136000,456111,1,196,0,0,0,0,0,0,784,0,8129151000,0,Benign,req,wordpress,NA
2025-03-04 14:29:34.823937 +0000 UTC,192.168.0.80,37070,172.18.0.2,80,6,7,523,5,14174,52,74,203,56,52,2834,7292,3812,57000,7229800,33915000,14925687,80000,11352333,32661000,18464191,3146965000,1026000,18074500,35123000,24110219,3110816000,3110816000,3110816000,0,3,261,2,7087,1,2,0,0,372,268,0,0,Benign,req,wordpress,NA
2025-03-04 14:29:34.958795 +0000 UTC,192.168.0.1,46207,239.255.255.250,1900,17,2,306,0,0,153,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,240000867000,0,0,0,0,240000867000,240000867000,240000867000,0,1,153,0,0,0,0,0,0,306,0,15540080000,0,Benign,req,wordpress,NA
2025-03-04 14:29:37.967137 +0000 UTC,192.168.0.80,37082,172.18.0.2,80,6,6,473,4,705,52,78,205,61,52,176,541,243,43000,826750,1242000,533757,81000,534500,988000,641345,3181028000,1004000,1653500,2303000,918531,3177721000,3177721000,3177721000,0,3,236,2,352,1,1,0,0,320,216,0,0,Benign,req,wordpress,NA
2025-03-04 14:29:41.097691 +0000 UTC,192.168.0.80,37092,172.18.0.2,80,6,9,645,7,23103,52,71,197,47,52,3300,7292,3750,45000,7140571,46094000,17182235,164000,9568800,45092000,19860868,3840226000,1289000,24992000,48695000,33521104,3790242000,3790242000,3790242000,0,4,322,3,11551,1,4,0,0,500,372,3130554000,0,Benign,req,wordpress,NA
2025-03-04 14:29:44.933346 +0000 UTC,192.168.0.80,43038,172.18.0.2,80,6,6,473,4,705,52,78,205,61,52,176,541,243,98000,724750,988000,421310,67000,546000,1025000,677408,3508514000,860000,1449500,2039000,833678,3505615000,3505615000,3505615000,0,3,236,2,352,1,1,0,0,320,216,3835655000,0,Benign,req,wordpress,NA
2025-03-04 14:29:47.643911 +0000 UTC,192.168.0.1,48952,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,999597000,999597000,999597000,0,0,0,0,0,3000352000,0,333199000,999597000,577117597,1000128000,1000377500,1000627000,352846,1,261,0,0,0,0,0,0,784,0,12685116000,0,Benign,req,wordpress,NA
2025-03-04 14:29:48.438477 +0000 UTC,192.168.0.80,43050,172.18.0.2,80,6,7,525,4,705,52,75,205,57,52,176,541,243,38000,642600,1112000,532206,105000,517000,929000,582655,4554312000,1112000,1606500,2101000,699328,4551099000,4551099000,4551099000,0,3,262,2,352,1,1,0,0,372,216,3505131000,0,Benign,req,wordpress,NA
2025-03-04 14:29:52.989350 +0000 UTC,192.168.0.80,39422,172.18.0.2,80,6,6,473,4,705,52,78,205,61,52,176,541,243,28000,694000,984000,447458,224000,508000,792000,401636,4600877000,848000,1388000,1928000,763675,4598101000,4598101000,4598101000,0,3,236,2,352,1,1,0,0,320,216,4550873000,0,Benign,req,wordpress,NA
2025-03-04 14:29:57.586735 +0000 UTC,192.168.0.80,39428,172.18.0.2,80,6,6,473,4,705,52,78,205,61,52,176,541,243,67000,704500,1063000,444472,61000,504500,948000,627203,3526205000,1063000,1409000,1755000,489317,3523387000,3523387000,3523387000,0,3,236,2,352,1,1,0,0,320,216,4597385000,0,Benign,req,wordpress,NA
2025-03-04 14:30:00.059519 +0000 UTC,192.168.0.1,39672,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,999085000,999085000,999085000,0,0,0,0,0,3000986000,0,333028333,999085000,576821993,1000653000,1000950500,1001248000,420728,1,261,0,0,0,0,0,0,784,0,12415608000,0,Benign,req,wordpress,NA
2025-03-04 14:30:01.074154 +0000 UTC,192.168.0.80,39436,172.18.0.2,80,6,9,645,7,23099,52,71,197,47,52,3299,7292,3751,7000,5534571,36011000,13442943,10000,7440400,35262000,15555780,4843920000,807000,19371000,37935000,26253460,4805178000,4805178000,4805178000,0,4,322,3,11549,1,4,0,0,500,372,3487419000,0,Benign,req,wordpress,NA
2025-03-04 14:30:05.241577 +0000 UTC,192.168.0.1,37494,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3002646000,0,0,0,0,1000283000,1000882000,1001420000,570949,1,196,0,0,0,0,0,0,784,0,5182058000,0,Benign,req,wordpress,NA
2025-03-04 14:30:05.878387 +0000 UTC,192.168.0.80,48832,172.18.0.2,80,6,8,599,6,21464,52,74,203,52,52,3577,7292,3864,39000,6483833,36159000,14544498,49000,9240000,35251000,17345136,2858794000,839000,19451500,38064000,26322049,2819891000,2819891000,2819891000,0,4,299,3,10732,1,3,0,0,448,320,4804233000,0,Benign,req,wordpress,NA
2025-03-04 14:30:08.699347 +0000 UTC,192.168.0.80,48848,172.18.0.2,80,6,9,645,7,23102,52,71,197,47,52,3300,7292,3750,46000,5384714,33937000,12597184,72000,7168200,32618000,14235037,4795208000,958000,18846500,36735000,25298159,4757515000,4757515000,4757515000,0,4,322,3,11551,1,4,0,0,500,372,2820960000,0,Benign,req,wordpress,NA
2025-03-04 14:30:24.505147 +0000 UTC,192.168.0.1,40177,239.255.255.250,1900,17,2,392,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,1000457000,0,0,0,0,1000457000,1000457000,1000457000,0,1,196,0,0,0,0,0,0,392,0,19263570000,0,Benign,req,wordpress,NA
2025-03-04 14:30:26.092210 +0000 UTC,192.168.0.185,52930,172.18.0.2,80,6,9,645,7,23098,52,71,197,47,52,3299,7292,3751,64000,6911428,44993000,16799856,88000,9214200,44162000,19540272,2944080000,1253000,24190000,47127000,32437816,2895700000,2895700000,2895700000,0,4,322,3,11549,1,4,0,0,500,372,0,0,Benign,req,wordpress,NA
2025-03-04 14:30:27.131837 +0000 UTC,192.168.0.1,35510,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,999300000,999300000,999300000,0,0,0,0,0,3000606000,0,333100000,999300000,576946124,1000618000,1000653000,1000688000,49497,1,261,0,0,0,0,0,0,784,0,2626690000,0,Benign,req,wordpress,NA
2025-03-04 14:30:28.996346 +0000 UTC,192.168.0.185,52946,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,32000,5978500,16513000,7898663,524000,8653000,17991000,9298931,26699093000,720000,25965333,41305000,22031278,5004736000,13310598500,21616461000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,0,0,Benign,req,wordpress,NA
2025-03-04 14:30:32.851358 +0000 UTC,192.168.0.185,52518,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,62000,9627666,29316000,13615364,228000,14190500,28255000,15769045,19284162000,938000,33294000,57766000,29222824,5004996000,9592140000,14179284000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,3855012000,0,Benign,req,wordpress,NA
2025-03-04 14:30:34.938932 +0000 UTC,192.168.0.1,35172,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3002748000,0,0,0,0,1000344000,1000916000,1001471000,563692,1,196,0,0,0,0,0,0,784,0,7807095000,0,Benign,req,wordpress,NA
2025-03-04 14:30:35.518346 +0000 UTC,192.168.0.185,52532,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,44000,6950166,23770000,9804026,451000,10203000,23115000,11373782,16617160000,796000,27561333,41701000,23191816,5004026000,8267238000,11530450000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,2666988000,0,Benign,req,wordpress,NA
2025-03-04 14:30:37.630666 +0000 UTC,192.168.0.185,52544,172.18.0.2,80,6,9,645,7,23098,52,71,197,47,52,3299,7292,3751,83000,5195142,32747000,12155005,158000,6918800,31868000,13951238,2613484000,923000,18183000,35443000,24409326,2577118000,2577118000,2577118000,0,4,322,3,11549,1,4,0,0,500,372,2112320000,0,Benign,req,wordpress,NA
2025-03-04 14:30:40.207801 +0000 UTC,192.168.0.185,52548,172.18.0.2,80,6,8,569,6,15806,52,71,197,50,52,2634,7292,3628,45000,6020166,33183000,13313413,162000,8544750,32378000,15891885,4063985000,1115000,18060500,35006000,23964555,4027864000,4027864000,4027864000,0,4,284,3,7903,1,3,0,0,424,320,2577135000,0,Benign,req,wordpress,NA
2025-03-04 14:30:44.236232 +0000 UTC,192.168.0.185,54886,172.18.0.2,80,6,8,599,6,21460,52,74,203,52,52,3576,7292,3863,40000,5847833,32149000,12889841,297000,8311000,31434000,15416855,2136967000,937000,17543500,34150000,23485137,2101880000,2101880000,2101880000,0,4,299,3,10730,1,3,0,0,448,320,4028431000,0,Benign,req,wordpress,NA
2025-03-04 14:30:46.334412 +0000 UTC,192.168.0.185,54900,172.18.0.2,80,6,10,1039,7,6032,52,103,264,83,52,861,4687,1704,37000,94389375,719553000,252699251,123000,159168800,761257000,336675297,5801556000,35562000,398409500,761257000,513143855,5004737000,5004737000,5004737000,0,5,519,3,3016,3,3,0,0,528,372,2098180000,0,Benign,req,wordpress,NA
2025-03-04 14:30:49.924333 +0000 UTC,192.168.0.185,54904,172.18.0.2,80,6,6,470,4,705,52,78,202,60,52,176,541,243,38000,722250,1121000,475712,136000,539500,943000,570635,2214247000,791000,1444500,2098000,924188,2211358000,2211358000,2211358000,0,3,235,2,352,1,1,0,0,320,216,3589921000,0,Benign,req,wordpress,NA
2025-03-04 14:30:52.089128 +0000 UTC,192.168.0.185,54906,172.18.0.2,80,6,9,987,6,5980,52,109,264,86,52,996,4687,1825,43000,6455857,20217000,9401773,214000,10766750,21835000,11875366,3606687000,1184000,22595500,44007000,30280433,3561496000,3561496000,3561496000,0,4,493,3,2990,3,3,0,0,476,320,2164795000,0,Benign,req,wordpress,NA
2025-03-04 14:31:06.856905 +0000 UTC,192.168.0.1,40474,239.255.255.250,1900,17,2,392,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,1001313000,0,0,0,0,1001313000,1001313000,1001313000,0,1,196,0,0,0,0,0,0,392,0,31917973000,0,Benign,req,wordpress,NA
2025-03-04 14:31:08.323237 +0000 UTC,192.168.0.1,43269,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3001795000,0,0,0,0,1000129000,1000598333,1001227000,566075,1,196,0,0,0,0,0,0,784,0,1466332000,0,Benign,req,wordpress,NA
2025-03-04 14:31:08.648837 +0000 UTC,192.168.0.245,41358,172.18.0.2,80,6,7,525,5,7679,52,75,193,52,52,1535,7292,3218,50000,6357600,29345000,12857789,362000,9921000,28318000,15936347,4118199000,1192000,15894000,30596000,20791767,4086411000,4086411000,4086411000,0,3,262,2,3839,1,2,0,0,384,268,0,0,Benign,req,wordpress,NA
2025-03-04 14:31:12.727265 +0000 UTC,192.168.0.245,46238,172.18.0.2,80,6,10,1039,7,6032,52,103,264,83,52,861,4687,1704,39000,5148857,16597000,7759894,198000,8803500,18123000,9511554,15546358000,946000,25745333,40248000,21579569,5004700000,7734561000,10464422000,-9223372036854775808,3,346,2,2010,3,3,0,0,528,372,0,0,Benign,req,wordpress,NA
2025-03-04 14:31:12.762376 +0000 UTC,192.168.0.1,37544,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3002062000,0,0,0,0,1000346000,1000687333,1000907000,299637,1,196,0,0,0,0,0,0,784,0,4439139000,0,Benign,req,wordpress,NA
2025-03-04 14:31:17.099675 +0000 UTC,192.168.0.245,46252,172.18.0.2,80,6,7,525,5,7679,52,75,193,52,52,1535,7292,3218,51000,6774200,31975000,14093422,92000,10707666,30928000,17518616,2389116000,892000,16935500,32979000,22688935,2355245000,2355245000,2355245000,0,3,262,2,3839,1,2,0,0,384,268,4372410000,0,Benign,req,wordpress,NA
2025-03-04 14:31:19.484679 +0000 UTC,192.168.0.245,46268,172.18.0.2,80,6,6,462,4,705,52,77,194,57,52,176,541,243,53000,843500,1495000,594410,146000,498500,851000,498510,3803488000,891000,1687000,2483000,1125713,3800114000,3800114000,3800114000,0,3,231,2,352,1,1,0,0,320,216,2385004000,0,Benign,req,wordpress,NA
2025-03-04 14:31:21.062573 +0000 UTC,192.168.0.1,50583,239.255.255.250,1900,17,3,588,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,2001559000,0,0,0,0,1000585000,1000779500,1000974000,275064,1,196,0,0,0,0,0,0,588,0,8300197000,0,Benign,req,wordpress,NA
2025-03-04 14:31:23.248832 +0000 UTC,192.168.0.245,40028,172.18.0.2,80,6,8,569,6,15803,52,71,197,50,52,2633,7292,3628,40000,6473833,36487000,14706942,155000,9315000,35675000,17575693,5024587000,873000,19421500,37970000,26231540,4985744000,4985744000,4985744000,0,4,284,3,7901,1,3,0,0,424,320,3764153000,0,Benign,req,wordpress,NA
2025-03-04 14:31:23.450007 +0000 UTC,192.168.0.1,59399,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3003583000,0,0,0,0,1000923000,1001194333,1001557000,326719,1,196,0,0,0,0,0,0,784,0,2387434000,0,Benign,req,wordpress,NA
2025-03-04 14:31:42.307858 +0000 UTC,192.168.0.206,43372,172.18.0.2,80,6,8,599,6,21461,52,74,203,52,52,3576,7292,3864,74000,8310166,46340000,18635436,369000,11954750,45314000,22241962,3633586000,877000,24930500,48984000,34016785,3583725000,3583725000,3583725000,0,4,299,3,10730,1,3,0,0,448,320,0,0,Benign,req,wordpress,NA
2025-03-04 14:31:43.276613 +0000 UTC,192.168.0.1,51989,239.255.255.250,1900,17,3,588,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,2002141000,0,0,0,0,1000962000,1001070500,1001179000,153442,1,196,0,0,0,0,0,0,588,0,19826606000,0,Benign,req,wordpress,NA
