Process Time,Src IP,Src Port,Dst IP,Dst Port,Protocol,Total Fwd Pkts,Total Fwd Vol,Total Bwd Pkts,Total Bwd Vol,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Max,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Max,Bwd Pkt Len Std,Fwd IAT Min,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Std,Bwd IAT Min,Bwd IAT Mean,Bwd IAT Max,Bwd IAT Std,Duration,Active Min,Active Mean,Active Max,Active Std,Idle Min,Idle Mean,Idle Max,Idle Std,SFlow Fwd Pkts,SFlow Fwd Bytes,SFlow Bwd Pkts,SFlow bwd Bytes,FPSH Count,BPSH Count,FURG Count,BURG Count,Total FHLen,Total BHLen,Previous Flow Time,DSCP,RootIntent,Intent,Target,From
2025-03-04 14:27:57.638103 +0000 UTC,192.168.0.192,49884,172.18.0.2,80,6,9,645,7,17310,52,71,197,47,52,2472,7292,3339,39000,7517714,49262000,18411279,41000,10200800,48460000,21390416,3047258000,799000,26312000,51825000,36080830,2994634000,2994634000,2994634000,0,4,322,3,8655,1,3,0,0,500,372,2714500000,0,Benign,req,wordpress,NA
2025-03-04 14:27:59.738250 +0000 UTC,192.168.0.1,50012,239.255.255.250,1900,17,3,588,0,0,196,196,196,0,0,0,0,0,999701000,999701000,999701000,0,0,0,0,0,2000682000,0,499850500,999701000,706895356,1000981000,1000981000,1000981000,0,1,294,0,0,0,0,0,0,588,0,6459639000,0,Benign,req,wordpress,NA
2025-03-04 14:28:13.314507 +0000 UTC,192.168.0.33,57032,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,92000,10158000,30143000,14133023,647000,15006750,29295000,16460788,11236209000,822000,33988333,60948000,30539744,5004605000,5567122000,6129639000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,0,0,Benign,req,wordpress,NA
2025-03-04 14:28:17.765356 +0000 UTC,192.168.0.33,57042,172.18.0.2,80,6,9,645,7,17310,52,71,197,47,52,2472,7292,3339,37000,5526571,33933000,12540311,137000,7244400,33140000,14481515,3943292000,792000,19343000,37894000,26235075,3904606000,3904606000,3904606000,0,4,322,3,8655,1,3,0,0,500,372,0,0,Benign,req,wordpress,NA
2025-03-04 14:28:18.233537 +0000 UTC,192.168.0.1,59419,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3002046000,0,0,0,0,1000258000,1000682000,1001173000,461164,1,196,0,0,0,0,0,0,784,0,18495287000,0,Benign,req,wordpress,NA
2025-03-04 14:28:21.674289 +0000 UTC,192.168.0.33,57052,172.18.0.2,80,6,7,523,5,14172,52,74,203,56,52,2834,7292,3811,47000,6790200,31590000,13869105,382000,10705000,30877000,17471072,2944842000,989000,16975500,32962000,22608325,2910891000,2910891000,2910891000,0,3,261,2,7086,1,2,0,0,372,268,3908933000,0,Benign,req,wordpress,NA
2025-03-04 14:28:24.545167 +0000 UTC,192.168.0.33,46640,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,81000,11202333,31351000,15445605,745000,16567750,34595000,18257270,21667986000,1235000,36223000,67214000,33170606,5004655000,10779658500,16554662000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,2870878000,0,Benign,req,wordpress,NA
2025-03-04 14:28:26.782152 +0000 UTC,192.168.0.33,46656,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,38000,6987500,20552000,9576505,259000,10258750,19865000,11078921,19431253000,1577000,28169000,41925000,23033941,5004226000,9673373000,14342520000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,2236985000,0,Benign,req,wordpress,NA
2025-03-04 14:28:27.961619 +0000 UTC,192.168.0.1,52743,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3002559000,0,0,0,0,1000486000,1000853000,1001037000,317831,1,196,0,0,0,0,0,0,784,0,9728082000,0,Benign,req,wordpress,NA
2025-03-04 14:28:29.920680 +0000 UTC,192.168.0.33,46664,172.18.0.2,80,6,7,523,5,14161,52,74,203,56,52,2832,7292,3808,84000,8418000,39963000,17637402,341000,13464333,38447000,21644852,2760128000,824000,21045000,41266000,28596812,2718038000,2718038000,2718038000,0,3,261,2,7080,1,2,0,0,372,268,3138528000,0,Benign,req,wordpress,NA
2025-03-04 14:28:31.993413 +0000 UTC,192.168.0.1,45034,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,999666000,999809500,999953000,202939,0,0,0,0,3001231000,1999619000,999809500,1999619000,1413944154,1001612000,1001612000,1001612000,0,2,392,0,0,0,0,0,0,784,0,4031794000,0,Benign,req,wordpress,NA
2025-03-04 14:28:32.644411 +0000 UTC,192.168.0.33,43314,172.18.0.2,80,6,7,523,5,14164,52,74,203,56,52,2832,7292,3809,32000,7183400,33724000,14841558,362000,11373333,32071000,17936944,2295781000,1032000,17958500,34885000,23937685,2259864000,2259864000,2259864000,0,3,261,2,7082,1,2,0,0,372,268,2723731000,0,Benign,req,wordpress,NA
2025-03-04 14:28:34.889666 +0000 UTC,192.168.0.33,43326,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,52000,7661000,21415000,9971335,844000,11153750,21808000,11825445,11322833000,775000,29028666,45966000,24629274,5006292000,5617873500,6229455000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,2245255000,0,Benign,req,wordpress,NA
2025-03-04 14:28:36.004419 +0000 UTC,192.168.0.1,45954,239.255.255.250,1900,17,3,588,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,2002033000,0,0,0,0,1000354000,1001016500,1001679000,936916,1,196,0,0,0,0,0,0,588,0,4011006000,0,Benign,req,wordpress,NA
2025-03-04 14:28:38.074457 +0000 UTC,192.168.0.1,52054,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,999854000,999854000,999854000,0,0,0,0,0,3001485000,999854000,333284666,999854000,577265976,1000449000,1000815500,1001182000,518309,1,261,0,0,0,0,0,0,784,0,2070038000,0,Benign,req,wordpress,NA
2025-03-04 14:28:39.315457 +0000 UTC,192.168.0.33,43330,172.18.0.2,80,6,6,470,4,705,52,78,202,60,52,176,541,243,70000,1321750,3343000,1408942,860000,1677000,2494000,1155412,4456945000,878000,2643500,4409000,2496794,4451658000,4451658000,4451658000,0,3,235,2,352,1,1,0,0,320,216,4425791000,0,Benign,req,wordpress,NA
2025-03-04 14:28:43.721377 +0000 UTC,192.168.0.33,60610,172.18.0.2,80,6,7,523,5,14168,52,74,203,56,52,2833,7292,3810,37000,9932600,47942000,21251231,44000,16021666,46823000,26680976,2490974000,761000,24831500,48902000,34040827,2441311000,2441311000,2441311000,0,3,261,2,7084,1,2,0,0,372,268,4405920000,0,Benign,req,wordpress,NA
2025-03-04 14:28:58.267613 +0000 UTC,192.168.0.1,45362,239.255.255.250,1900,17,3,588,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,2001711000,0,0,0,0,1000454000,1000855500,1001257000,567806,1,196,0,0,0,0,0,0,588,0,20193156000,0,Benign,req,wordpress,NA
2025-03-04 14:28:58.819135 +0000 UTC,192.168.0.72,55750,172.18.0.2,80,6,7,525,5,7679,52,75,193,52,52,1535,7292,3218,22000,6423000,30341000,13376487,32000,10160000,29367000,16642017,2902464000,764000,16057500,31351000,21628275,2870349000,2870349000,2870349000,0,3,262,2,3839,1,2,0,0,384,268,0,0,Benign,req,wordpress,NA
2025-03-04 14:29:01.221517 +0000 UTC,192.168.0.1,42442,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,999404000,999404000,999404000,0,0,0,0,0,3001871000,999404000,333134666,999404000,577006168,1000714000,1001233500,1001753000,734683,1,261,0,0,0,0,0,0,784,0,2953904000,0,Benign,req,wordpress,NA
2025-03-04 14:29:01.679292 +0000 UTC,192.168.0.72,55764,172.18.0.2,80,6,7,523,5,14168,52,74,203,56,52,2833,7292,3810,31000,8178400,39050000,17263018,39000,13041666,38113000,21717433,2887939000,887000,20446000,40005000,27660603,2847047000,2847047000,2847047000,0,3,261,2,7084,1,2,0,0,372,268,0,0,Benign,req,wordpress,NA
2025-03-04 14:29:04.523354 +0000 UTC,192.168.0.72,36782,172.18.0.2,80,6,7,513,5,7679,52,73,193,52,52,1535,7292,3218,66000,8685600,38868000,16909943,341000,13097000,37834000,21426374,4073829000,1210000,21714000,42218000,28997034,4030401000,4030401000,4030401000,0,3,256,2,3839,1,2,0,0,372,268,2844062000,0,Benign,req,wordpress,NA
2025-03-04 14:29:08.562529 +0000 UTC,192.168.0.72,36794,172.18.0.2,80,6,7,525,5,7679,52,75,193,52,52,1535,7292,3218,41000,6637800,31035000,13645423,202000,10428000,30209000,17134133,2328778000,799000,16594500,32390000,22338210,2295589000,2295589000,2295589000,0,3,262,2,3839,1,2,0,0,384,268,4039175000,0,Benign,req,wordpress,NA
2025-03-04 14:29:10.854841 +0000 UTC,192.168.0.72,36806,172.18.0.2,80,6,9,645,7,23104,52,71,197,47,52,3300,7292,3750,34000,5176000,30797000,11337873,127000,6925400,30001000,12941927,2553540000,856000,18116000,35376000,24409326,2517308000,2517308000,2517308000,0,4,322,3,11552,1,4,0,0,500,372,2292312000,0,Benign,req,wordpress,NA
2025-03-04 14:29:11.291794 +0000 UTC,192.168.0.1,34120,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,998414000,999177500,999941000,1079752,0,0,0,0,2999333000,998414000,999177500,999941000,1079752,1000978000,1000978000,1000978000,0,2,392,0,0,0,0,0,0,784,0,10070277000,0,Benign,req,wordpress,NA
2025-03-04 14:29:25.977946 +0000 UTC,192.168.0.67,55554,172.18.0.2,80,6,8,569,6,15814,52,71,197,50,52,2635,7292,3627,77000,7663333,41339000,16522851,250000,10589000,40587000,20000208,2097965000,1003000,22990000,44977000,31094313,2051985000,2051985000,2051985000,0,4,284,3,7907,1,3,0,0,424,320,0,0,Benign,req,wordpress,NA
2025-03-04 14:29:28.026169 +0000 UTC,192.168.0.67,55564,172.18.0.2,80,6,7,523,5,14171,52,74,203,56,52,2834,7292,3811,52000,9625800,45568000,20100805,99000,15243666,44785000,25586278,3243010000,1005000,24064500,47124000,32611057,3194881000,3194881000,3194881000,0,3,261,2,7085,1,2,0,0,372,268,0,0,Benign,req,wordpress,NA
2025-03-04 14:29:29.594528 +0000 UTC,192.168.0.1,45683,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,999979000,999979000,999979000,0,0,0,0,0,3001015000,999979000,333326333,999979000,577338144,1000491000,1000518000,1000545000,38183,1,261,0,0,0,0,0,0,784,0,18302734000,0,Benign,req,wordpress,NA
2025-03-04 14:29:31.227640 +0000 UTC,192.168.0.67,55576,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,35000,6341166,20190000,8654301,311000,9313000,20189000,10283791,22829848000,738000,26331333,40209000,22190822,5004359000,11375427000,17746495000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,3201471000,0,Benign,req,wordpress,NA
2025-03-04 14:29:34.624625 +0000 UTC,192.168.0.67,46190,172.18.0.2,80,6,9,645,7,23102,52,71,197,47,52,3300,7292,3750,27000,5282000,33823000,12591844,30000,7023400,32731000,14377523,2570227000,818000,18487000,36156000,24987739,2533253000,2533253000,2533253000,0,4,322,3,11551,1,4,0,0,500,372,3396985000,0,Benign,req,wordpress,NA
2025-03-04 14:29:34.958865 +0000 UTC,192.168.0.1,46207,239.255.255.250,1900,17,5,765,0,0,153,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,480000889000,0,0,0,0,119999084000,120000222250,120001417000,-9223372036854775808,1,153,0,0,0,0,0,0,765,0,5364337000,0,Benign,req,wordpress,NA
2025-03-04 14:29:37.148342 +0000 UTC,192.168.0.67,46204,172.18.0.2,80,6,7,523,5,14169,52,74,203,56,52,2833,7292,3810,35000,9134600,43771000,19367346,96000,14618333,42769000,24383290,4459386000,966000,22836500,44707000,30929557,4413713000,4413713000,4413713000,0,3,261,2,7084,1,2,0,0,372,268,2523717000,0,Benign,req,wordpress,NA
2025-03-04 14:29:41.560484 +0000 UTC,192.168.0.67,46212,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,58000,7231000,20861000,9713865,567000,10645500,20508000,11381038,12497735000,1572000,28720333,43386000,23536469,5004184000,6205787000,7407390000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,4412142000,0,Benign,req,wordpress,NA
2025-03-04 14:29:44.438408 +0000 UTC,192.168.0.67,46922,172.18.0.2,80,6,7,519,4,705,52,74,199,55,52,176,541,243,96000,1019400,2017000,689842,1019000,1127500,1236000,153442,3670851000,2017000,2548500,3080000,751654,3665754000,3665754000,3665754000,0,3,259,2,352,1,1,0,0,372,216,2877924000,0,Benign,req,wordpress,NA
2025-03-04 14:29:47.641615 +0000 UTC,192.168.0.1,48952,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3003174000,0,0,0,0,1000132000,1001058000,1001887000,881511,1,196,0,0,0,0,0,0,784,0,12682750000,0,Benign,req,wordpress,NA
2025-03-04 14:29:48.063641 +0000 UTC,192.168.0.67,46930,172.18.0.2,80,6,8,569,6,15805,52,71,197,50,52,2634,7292,3628,71000,7273666,40424000,16249425,144000,10308250,39326000,19349734,3497821000,839000,21821000,42803000,29673028,3454179000,3454179000,3454179000,0,4,284,3,7902,1,3,0,0,424,320,3625233000,0,Benign,req,wordpress,NA
2025-03-04 14:29:51.521494 +0000 UTC,192.168.0.67,46942,172.18.0.2,80,6,9,987,6,5980,52,109,264,86,52,996,4687,1825,37000,5356571,18168000,7622422,375000,8909000,17888000,9619929,2536121000,1040000,18748000,36456000,25042893,2498625000,2498625000,2498625000,0,4,493,3,2990,3,3,0,0,476,320,3457853000,0,Benign,req,wordpress,NA
2025-03-04 14:30:05.241959 +0000 UTC,192.168.0.1,37494,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3002260000,0,0,0,0,1000539000,1000753333,1001147000,341374,1,196,0,0,0,0,0,0,784,0,17600344000,0,Benign,req,wordpress,NA
2025-03-04 14:30:06.553379 +0000 UTC,192.168.0.166,39604,172.18.0.2,80,6,8,569,6,15804,52,71,197,50,52,2634,7292,3628,46000,5626166,30945000,12409131,218000,7973000,28185000,13521830,2249382000,943000,16878500,32814000,22536200,2215625000,2215625000,2215625000,0,4,284,3,7902,1,3,0,0,424,320,0,0,Benign,req,wordpress,NA
2025-03-04 14:30:08.772080 +0000 UTC,192.168.0.166,39612,172.18.0.2,80,6,7,513,5,7679,52,73,193,52,52,1535,7292,3218,37000,6038200,27567000,12051671,46000,9223333,25862000,14435029,4841161000,1514000,15095500,28677000,19207141,4810970000,4810970000,4810970000,0,3,256,2,3839,1,2,0,0,372,268,0,0,Benign,req,wordpress,NA
2025-03-04 14:30:13.549912 +0000 UTC,192.168.0.166,52764,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,143000,9307500,27620000,12201184,314000,13297250,26817000,14513881,13174504000,748000,32572333,55845000,28526620,5004374000,6538393500,8072413000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,4777832000,0,Benign,req,wordpress,NA
2025-03-04 14:30:16.940028 +0000 UTC,192.168.0.166,52772,172.18.0.2,80,6,7,515,4,705,52,73,195,53,52,176,541,243,126000,753200,1260000,497016,363000,787000,1211000,599626,3590694000,968000,1883000,2798000,1294005,3586928000,3586928000,3586928000,0,3,257,2,352,1,1,0,0,372,216,3390116000,0,Benign,req,wordpress,NA
2025-03-04 14:30:19.898470 +0000 UTC,192.168.0.1,35391,239.255.255.250,1900,17,3,588,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,2001661000,0,0,0,0,1000209000,1000830500,1001452000,878933,1,196,0,0,0,0,0,0,588,0,14656511000,0,Benign,req,wordpress,NA
2025-03-04 14:30:20.525272 +0000 UTC,192.168.0.166,52782,172.18.0.2,80,6,7,515,4,705,52,73,195,53,52,176,541,243,40000,990400,3054000,1227561,79000,503000,927000,599626,3372312000,904000,2476000,4048000,2223143,3367360000,3367360000,3367360000,0,3,257,2,352,1,1,0,0,372,216,3585244000,0,Benign,req,wordpress,NA
2025-03-04 14:30:22.503832 +0000 UTC,192.168.0.1,40177,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3002080000,0,0,0,0,1000424000,1000693333,1000904000,245318,1,196,0,0,0,0,0,0,784,0,2605362000,0,Benign,req,wordpress,NA
2025-03-04 14:30:23.866160 +0000 UTC,192.168.0.166,54886,172.18.0.2,80,6,7,525,5,7679,52,75,193,52,52,1535,7292,3218,58000,6098400,28037000,12269449,570000,9556333,26396000,14594577,2858158000,775000,15246000,29717000,20465084,2827666000,2827666000,2827666000,0,3,262,2,3839,1,2,0,0,384,268,3340888000,0,Benign,req,wordpress,NA
2025-03-04 14:30:27.130394 +0000 UTC,192.168.0.1,35510,239.255.255.250,1900,17,1,196,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196,0,0,0,0,0,0,196,0,4626562000,0,Benign,req,wordpress,NA
2025-03-04 14:30:37.941587 +0000 UTC,192.168.0.1,35172,239.255.255.250,1900,17,1,196,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196,0,0,0,0,0,0,196,0,10811193000,0,Benign,req,wordpress,NA
2025-03-04 14:30:39.816875 +0000 UTC,192.168.0.181,43574,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,42000,5649500,15327000,7491921,453000,8269750,16935000,8808673,11898597000,839000,25222000,40930000,21407096,5004554000,5911465500,6818377000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,0,0,Benign,req,wordpress,NA
2025-03-04 14:30:44.316332 +0000 UTC,192.168.0.181,38492,172.18.0.2,80,6,8,599,6,21465,52,74,203,52,52,3577,7292,3864,27000,5758833,31359000,12545249,728000,8234750,30106000,14582839,4502410000,821000,17276500,33732000,23271591,4467857000,4467857000,4467857000,0,4,299,3,10732,1,3,0,0,448,320,0,0,Benign,req,wordpress,NA
2025-03-04 14:30:48.784667 +0000 UTC,192.168.0.181,38508,172.18.0.2,80,6,9,645,7,17312,52,71,197,47,52,2473,7292,3339,38000,4918714,31075000,11539737,66000,6543400,30264000,13264161,2973350000,957000,17215500,33474000,22992991,2938919000,2938919000,2938919000,0,4,322,3,8656,1,3,0,0,500,372,4468335000,0,Benign,req,wordpress,NA
2025-03-04 14:30:51.710767 +0000 UTC,192.168.0.181,38516,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,62000,7278166,21245000,9761574,774000,10672500,21211000,11412763,25254728000,822000,28231666,43669000,23800607,5004634000,12585016500,20165399000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,2926100000,0,Benign,req,wordpress,NA
2025-03-04 14:30:55.839851 +0000 UTC,192.168.0.181,39394,172.18.0.2,80,6,7,525,5,7679,52,75,193,52,52,1535,7292,3218,19000,6472000,30604000,13496656,30000,10223666,29219000,16465158,3261660000,966000,16180000,31394000,21515845,3229300000,3229300000,3229300000,0,3,262,2,3839,1,2,0,0,384,268,4129084000,0,Benign,req,wordpress,NA
2025-03-04 14:30:57.725864 +0000 UTC,192.168.0.1,58175,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3002038000,0,0,0,0,1000551000,1000679333,1000836000,144597,1,196,0,0,0,0,0,0,784,0,19784277000,0,Benign,req,wordpress,NA
2025-03-04 14:30:59.097764 +0000 UTC,192.168.0.181,39398,172.18.0.2,80,6,6,470,4,705,52,78,202,60,52,176,541,243,50000,915000,1698000,676117,198000,539500,881000,482953,3895493000,1698000,1830000,1962000,186676,3891833000,3891833000,3891833000,0,3,235,2,352,1,1,0,0,320,216,3257913000,0,Benign,req,wordpress,NA
2025-03-04 14:31:02.957469 +0000 UTC,192.168.0.181,46610,172.18.0.2,80,6,7,523,5,14164,52,74,203,56,52,2832,7292,3809,37000,6815400,32306000,14255303,54000,10800333,31197000,17672529,4261761000,858000,17038500,33219000,22882682,4227684000,4227684000,4227684000,0,3,261,2,7082,1,2,0,0,372,268,3859705000,0,Benign,req,wordpress,NA
2025-03-04 14:31:05.856316 +0000 UTC,192.168.0.1,40474,239.255.255.250,1900,17,3,588,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,2002399000,0,0,0,0,1000592000,1001199500,1001807000,859134,1,196,0,0,0,0,0,0,588,0,8130452000,0,Benign,req,wordpress,NA
2025-03-04 14:31:07.170776 +0000 UTC,192.168.0.181,46616,172.18.0.2,80,6,9,987,7,6032,52,109,264,86,52,861,4687,1704,44000,7250666,21160000,9873451,7000,10648500,20802000,11717513,9794949000,1116000,28801000,43504000,23991350,4704334000,4854273000,5004212000,-9223372036854775808,3,329,2,2010,3,3,0,0,476,372,4213307000,0,Benign,req,wordpress,NA
2025-03-04 14:31:08.323274 +0000 UTC,192.168.0.1,43269,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3001724000,0,0,0,0,1000040000,1000574666,1001202000,586516,1,196,0,0,0,0,0,0,784,0,2466958000,0,Benign,req,wordpress,NA
2025-03-04 14:31:09.769775 +0000 UTC,192.168.0.181,46628,172.18.0.2,80,6,10,1039,7,6032,52,103,264,83,52,861,4687,1704,69000,6149428,22368000,9478508,404000,10504500,20294000,11178641,7195497000,731000,28251666,43046000,23856015,2106249000,3555371000,5004493000,-9223372036854775808,3,346,2,2010,3,3,0,0,528,372,2598999000,0,Benign,req,wordpress,NA
2025-03-04 14:31:12.762464 +0000 UTC,192.168.0.1,37544,239.255.255.250,1900,17,4,784,0,0,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3001951000,0,0,0,0,1000499000,1000650333,1000871000,195451,1,196,0,0,0,0,0,0,784,0,4439190000,0,Benign,req,wordpress,NA
2025-03-04 14:31:13.023529 +0000 UTC,192.168.0.181,53174,172.18.0.2,80,6,7,523,5,14165,52,74,203,56,52,2833,7292,3809,35000,10110800,48418000,21419727,146000,16181666,47293000,26947480,3941873000,934000,25277000,49620000,34426200,3891319000,3891319000,3891319000,0,3,261,2,7082,1,2,0,0,372,268,3253754000,0,Benign,req,wordpress,NA
2025-03-04 14:31:29.436579 +0000 UTC,192.168.0.194,40440,172.18.0.2,80,6,7,522,4,705,52,74,202,56,52,176,541,243,43000,773800,1596000,607074,336000,687500,1039000,497096,2724792000,1596000,1934500,2273000,478711,2720923000,2720923000,2720923000,0,3,261,2,352,1,1,0,0,372,216,0,0,Benign,req,wordpress,NA
2025-03-04 14:31:32.114993 +0000 UTC,192.168.0.194,40444,172.18.0.2,80,6,7,525,5,7679,52,75,193,52,52,1535,7292,3218,66000,8806600,42124000,18629074,110000,14102333,40869000,23188611,2622539000,842000,22016500,43191000,29945265,2578506000,2578506000,2578506000,0,3,262,2,3839,1,2,0,0,384,268,0,0,Benign,req,wordpress,NA
